Batch_ID,Time_Point_Month,Storage_Temperature,Potency,Degradation
BATCH_0466,0,25,100.86,0.0
BATCH_0466,1,40,99.66,0.34
BATCH_0466,3,40,98.94,1.06
BATCH_0466,6,30,98.45,1.55
BATCH_0466,9,25,97.64,2.36
BATCH_0466,12,25,97.28,2.72
BATCH_0467,0,40,98.98,1.02
BATCH_0467,1,30,99.28,0.72
BATCH_0467,3,30,97.81,2.19
BATCH_0467,6,30,97.96,2.04
BATCH_0467,9,40,96.49,3.51
BATCH_0467,12,30,94.29,5.71
BATCH_0468,0,25,97.75,2.25
BATCH_0468,1,40,98.11,1.89
BATCH_0468,3,25,97.58,2.42
BATCH_0468,6,25,95.71,4.29
BATCH_0468,9,30,95.61,4.39
BATCH_0468,12,40,94.2,5.8
BATCH_0469,0,30,101.61,0.0
BATCH_0469,1,30,101.27,0.0
BATCH_0469,3,25,100.44,0.0
BATCH_0469,6,25,100.47,0.0
BATCH_0469,9,30,98.36,1.64
BATCH_0469,12,25,98.07,1.93
BATCH_0470,0,40,98.78,1.22
BATCH_0470,1,40,97.37,2.63
BATCH_0470,3,30,97.7,2.3
BATCH_0470,6,25,96.34,3.66
BATCH_0470,9,30,94.28,5.72
BATCH_0470,12,40,94.12,5.88
BATCH_0471,0,25,100.22,0.0
BATCH_0471,1,30,99.95,0.05
BATCH_0471,3,30,99.47,0.53
BATCH_0471,6,30,98.17,1.83
BATCH_0471,9,25,97.89,2.11
BATCH_0471,12,25,96.54,3.46
BATCH_0472,0,30,100.92,0.0
BATCH_0472,1,25,100.62,0.0
BATCH_0472,3,25,100.4,0.0
BATCH_0472,6,40,98.96,1.04
BATCH_0472,9,25,97.75,2.25
BATCH_0472,12,25,97.44,2.56
BATCH_0473,0,30,99.11,0.89
BATCH_0473,1,30,99.31,0.69
BATCH_0473,3,25,100.14,0.0
BATCH_0473,6,40,98.12,1.88
BATCH_0473,9,40,97.46,2.54
BATCH_0473,12,40,95.26,4.74
BATCH_0474,0,30,100.13,0.0
BATCH_0474,1,40,100.34,0.0
BATCH_0474,3,40,99.61,0.39
BATCH_0474,6,30,99.08,0.92
BATCH_0474,9,25,98.33,1.67
BATCH_0474,12,25,96.95,3.05
BATCH_0475,0,40,99.81,0.19
BATCH_0475,1,30,99.31,0.69
BATCH_0475,3,30,97.86,2.14
BATCH_0475,6,25,98.05,1.95
BATCH_0475,9,30,96.75,3.25
BATCH_0475,12,30,96.38,3.62
BATCH_0476,0,25,99.86,0.14
BATCH_0476,1,25,99.58,0.42
BATCH_0476,3,25,99.48,0.52
BATCH_0476,6,30,97.6,2.4
BATCH_0476,9,40,96.99,3.01
BATCH_0476,12,40,96.52,3.48
BATCH_0477,0,40,99.02,0.98
BATCH_0477,1,25,98.78,1.22
BATCH_0477,3,25,98.09,1.91
BATCH_0477,6,30,97.44,2.56
BATCH_0477,9,30,96.06,3.94
BATCH_0477,12,30,95.72,4.28
BATCH_0478,0,30,99.8,0.2
BATCH_0478,1,25,100.0,0.0
BATCH_0478,3,30,100.22,0.0
BATCH_0478,6,30,99.11,0.89
BATCH_0478,9,25,97.32,2.68
BATCH_0478,12,40,97.1,2.9
BATCH_0479,0,40,98.97,1.03
BATCH_0479,1,25,98.17,1.83
BATCH_0479,3,40,98.05,1.95
BATCH_0479,6,30,96.43,3.57
BATCH_0479,9,30,97.02,2.98
BATCH_0479,12,40,95.38,4.62
BATCH_0480,0,40,99.27,0.73
BATCH_0480,1,25,98.58,1.42
BATCH_0480,3,25,98.79,1.21
BATCH_0480,6,25,97.85,2.15
BATCH_0480,9,25,96.74,3.26
BATCH_0480,12,25,95.48,4.52
BATCH_0481,0,25,98.51,1.49
BATCH_0481,1,40,97.97,2.03
BATCH_0481,3,25,97.7,2.3
BATCH_0481,6,30,97.09,2.91
BATCH_0481,9,30,95.99,4.01
BATCH_0481,12,30,94.61,5.39
BATCH_0482,0,40,100.04,0.0
BATCH_0482,1,30,99.25,0.75
BATCH_0482,3,40,98.86,1.14
BATCH_0482,6,30,98.21,1.79
BATCH_0482,9,40,97.64,2.36
BATCH_0482,12,30,96.54,3.46
BATCH_0483,0,40,99.75,0.25
BATCH_0483,1,30,99.94,0.06
BATCH_0483,3,25,98.76,1.24
BATCH_0483,6,25,97.76,2.24
BATCH_0483,9,40,97.04,2.96
BATCH_0483,12,30,96.25,3.75
BATCH_0484,0,30,96.99,3.01
BATCH_0484,1,25,97.68,2.32
BATCH_0484,3,40,97.97,2.03
BATCH_0484,6,25,96.66,3.34
BATCH_0484,9,40,96.07,3.93
BATCH_0484,12,40,94.42,5.58
BATCH_0485,0,40,99.86,0.14
BATCH_0485,1,30,100.18,0.0
BATCH_0485,3,25,99.16,0.84
BATCH_0485,6,40,98.04,1.96
BATCH_0485,9,40,97.38,2.62
BATCH_0485,12,25,96.66,3.34
BATCH_0486,0,25,100.73,0.0
BATCH_0486,1,25,100.56,0.0
BATCH_0486,3,40,99.65,0.35
BATCH_0486,6,40,99.7,0.3
BATCH_0486,9,30,98.45,1.55
BATCH_0486,12,40,97.52,2.48
BATCH_0487,0,25,100.31,0.0
BATCH_0487,1,40,100.67,0.0
BATCH_0487,3,25,100.16,0.0
BATCH_0487,6,40,98.7,1.3
BATCH_0487,9,25,98.06,1.94
BATCH_0487,12,30,97.3,2.7
BATCH_0488,0,40,99.7,0.3
BATCH_0488,1,40,99.43,0.57
BATCH_0488,3,40,97.3,2.7
BATCH_0488,6,25,97.68,2.32
BATCH_0488,9,25,96.93,3.07
BATCH_0488,12,30,95.42,4.58
BATCH_0489,0,30,98.59,1.41
BATCH_0489,1,30,97.91,2.09
BATCH_0489,3,25,97.59,2.41
BATCH_0489,6,30,96.67,3.33
BATCH_0489,9,30,95.94,4.06
BATCH_0489,12,40,94.98,5.02
BATCH_0490,0,25,98.56,1.44
BATCH_0490,1,30,99.07,0.93
BATCH_0490,3,40,98.21,1.79
BATCH_0490,6,30,97.76,2.24
BATCH_0490,9,30,96.47,3.53
BATCH_0490,12,25,96.07,3.93
BATCH_0491,0,40,100.85,0.0
BATCH_0491,1,25,99.84,0.16
BATCH_0491,3,30,99.97,0.03
BATCH_0491,6,40,98.83,1.17
BATCH_0491,9,30,98.33,1.67
BATCH_0491,12,25,97.25,2.75
BATCH_0492,0,30,98.71,1.29
BATCH_0492,1,40,97.99,2.01
BATCH_0492,3,40,97.95,2.05
BATCH_0492,6,40,96.97,3.03
BATCH_0492,9,25,96.91,3.09
BATCH_0492,12,30,94.86,5.14
BATCH_0493,0,30,98.91,1.09
BATCH_0493,1,25,99.02,0.98
BATCH_0493,3,30,98.43,1.57
BATCH_0493,6,25,96.94,3.06
BATCH_0493,9,40,97.83,2.17
BATCH_0493,12,25,95.95,4.05
BATCH_0494,0,25,100.48,0.0
BATCH_0494,1,25,99.84,0.16
BATCH_0494,3,40,100.02,0.0
BATCH_0494,6,40,97.8,2.2
BATCH_0494,9,25,97.2,2.8
BATCH_0494,12,30,96.59,3.41
BATCH_0495,0,40,99.33,0.67
BATCH_0495,1,30,99.05,0.95
BATCH_0495,3,25,99.09,0.91
BATCH_0495,6,40,98.9,1.1
BATCH_0495,9,25,96.6,3.4
BATCH_0495,12,25,96.63,3.37
BATCH_0496,0,30,99.6,0.4
BATCH_0496,1,40,99.35,0.65
BATCH_0496,3,25,98.57,1.43
BATCH_0496,6,25,97.54,2.46
BATCH_0496,9,40,96.37,3.63
BATCH_0496,12,40,95.93,4.07
BATCH_0497,0,25,101.12,0.0
BATCH_0497,1,30,101.36,0.0
BATCH_0497,3,30,99.91,0.09
BATCH_0497,6,40,99.02,0.98
BATCH_0497,9,30,98.58,1.42
BATCH_0497,12,25,97.28,2.72
BATCH_0498,0,25,100.59,0.0
BATCH_0498,1,40,99.48,0.52
BATCH_0498,3,25,99.6,0.4
BATCH_0498,6,40,98.01,1.99
BATCH_0498,9,25,97.31,2.69
BATCH_0498,12,30,97.31,2.69
BATCH_0499,0,30,101.43,0.0
BATCH_0499,1,25,101.26,0.0
BATCH_0499,3,30,100.87,0.0
BATCH_0499,6,30,98.95,1.05
BATCH_0499,9,30,98.44,1.56
BATCH_0499,12,30,97.69,2.31
BATCH_0500,0,40,99.5,0.5
BATCH_0500,1,25,99.9,0.1
BATCH_0500,3,25,99.06,0.94
BATCH_0500,6,30,98.41,1.59
BATCH_0500,9,25,96.21,3.79
BATCH_0500,12,40,96.61,3.39
